cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim
"02A","02A001655","2A061","CARBINI","","","","02A00112750","2023-03-15","09h10","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","COMMUNE DE CARBINI","MAIRIE DE CARBINI","MAIRIE DE CARBINI","C","C","C","N"
"02A","02A001655","2A061","CARBINI","02A003098","RESERVOIR D'ORONE","100 %","02A00113012","2023-04-17","09h30","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","COMMUNE DE CARBINI","MAIRIE DE CARBINI","MAIRIE DE CARBINI","C","C","C","N"
"02A","02A001655","2A061","CARBINI","","","","02A00113751","2023-06-08","08h25","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.","COMMUNE DE CARBINI","MAIRIE DE CARBINI","MAIRIE DE CARBINI","C","C","C","N"
"02A","02A001655","2A061","CARBINI","","","","02A00114682","2023-10-03","10h00","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est élevée, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.","COMMUNE DE CARBINI","MAIRIE DE CARBINI","MAIRIE DE CARBINI","C","C","C","N"
"02A","02A001655","2A061","CARBINI","02A003098","RESERVOIR D'ORONE","100 %","02A00114888","2023-10-24","10h00","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","COMMUNE DE CARBINI","MAIRIE DE CARBINI","MAIRIE DE CARBINI","C","C","C","N"
"02A","02A001664","2A362","ZONZA","02A002088","UNITE STERILISATION PACCIONITOLI","100 %","02A00113001","2023-04-18","09h05","Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.","COMMUNE DE ZONZA","MAIRIE DE ZONZA","MAIRIE DE ZONZA","N","C","N","N"
"02A","02A001664","2A362","ZONZA","","","","02A00113066","2023-04-26","09h35","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","COMMUNE DE ZONZA","MAIRIE DE ZONZA","MAIRIE DE ZONZA","C","C","C","N"
"02A","02A001664","2A362","ZONZA","","","","02A00114449","2023-08-29","08h20","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","COMMUNE DE ZONZA","MAIRIE DE ZONZA","MAIRIE DE ZONZA","C","C","C","N"
"02A","02A001664","2A362","ZONZA","","","","02A00114684","2023-10-03","11h05","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes est également à surveiller.","COMMUNE DE ZONZA","MAIRIE DE ZONZA","MAIRIE DE ZONZA","C","C","N","N"
"02A","02A001664","2A362","ZONZA","02A002088","UNITE STERILISATION PACCIONITOLI","100 %","02A00115046","2023-11-28","10h35","Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.","COMMUNE DE ZONZA","MAIRIE DE ZONZA","MAIRIE DE ZONZA","N","N","N","N"
"02A","02A001666","2A362","ZONZA","","","","02A00113064","2023-04-26","09h20","Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.","COMMUNE DE ZONZA","MAIRIE DE ZONZA","MAIRIE DE ZONZA","N","C","N","C"
"02A","02A001666","2A362","ZONZA","02A002089","UNITE STERILISATION CARABONA","100 %","02A00113314","2023-06-06","07h45","Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.","COMMUNE DE ZONZA","MAIRIE DE ZONZA","MAIRIE DE ZONZA","N","C","N","C"
"02A","02A001666","2A362","ZONZA","","","","02A00114451","2023-08-29","08h05","Eau d'alimentation non conforme aux exigences de qualité en vigueur, du fait de la présence d'une teneur excessive en chlore libre.","COMMUNE DE ZONZA","MAIRIE DE ZONZA","MAIRIE DE ZONZA","C","C","C","C"
"02A","02A001666","2A362","ZONZA","","","","02A00114683","2023-10-03","10h55","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","COMMUNE DE ZONZA","MAIRIE DE ZONZA","MAIRIE DE ZONZA","C","C","C","C"
"02A","02A001666","2A362","ZONZA","02A002089","UNITE STERILISATION CARABONA","100 %","02A00115045","2023-11-28","10h20","Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.","COMMUNE DE ZONZA","MAIRIE DE ZONZA","MAIRIE DE ZONZA","N","C","N","N"
"02A","02A001672","2A324","TAVERA","","","","02A00112867","2023-04-04","08h05","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","COMMUNE DE TAVERA","KYRNOLIA CEO BALEONE","MAIRIE DE TAVERA","C","C","C","N"
"02A","02A001672","2A324","TAVERA","02A002593","UNITE DE CHLORATION","100 %","02A00113006","2023-04-14","10h10","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","COMMUNE DE TAVERA","KYRNOLIA CEO BALEONE","MAIRIE DE TAVERA","C","C","C","N"
"02A","02A001672","2A324","TAVERA","","","","02A00113291","2023-06-05","08h05","Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Il est à noter une faible minéralisation.","COMMUNE DE TAVERA","KYRNOLIA CEO BALEONE","MAIRIE DE TAVERA","C","C","C","N"
"02A","02A001672","2A324","TAVERA","","","","02A00114395","2023-08-23","11h11","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. De plus, une température de l'eau supérieure à 25° peut entrainer des développements bactériens.","COMMUNE DE TAVERA","KYRNOLIA CEO BALEONE","MAIRIE DE TAVERA","C","C","C","N"
"02A","02A001672","2A324","TAVERA","02A002593","UNITE DE CHLORATION","100 %","02A00115052","2023-11-24","09h10","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes est également à surveiller.","COMMUNE DE TAVERA","KYRNOLIA CEO BALEONE","MAIRIE DE TAVERA","C","C","N","N"
"02A","02A001789","2A272","SARTENE","","","","02A00112660","2023-03-02","08h35","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","C.C.S.V. KYRNOLIA","KYRNOLIA CEO BALEONE","C. C. DU SARTENAIS VALINCO","C","C","C","N"
"02A","02A001789","2A272","SARTENE","","","","02A00113463","2023-06-23","08h05","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","C.C.S.V. KYRNOLIA","KYRNOLIA CEO BALEONE","C. C. DU SARTENAIS VALINCO","C","C","C","N"
"02A","02A001789","2A272","SARTENE","","","","02A00115142","2023-08-23","10h10","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation, et une température de l'eau supérieure à 25° qui peut entrainer des développements bactériens.","C.C.S.V. KYRNOLIA","KYRNOLIA CEO BALEONE","C. C. DU SARTENAIS VALINCO","C","C","C","N"
"02A","02A001890","2A247","PORTO-VECCHIO","","","","02A00112678","2023-03-07","08h45","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","COMMUNE DE PORTO VECCHIO","STÉ DES EAUX CORSES (KYRNOLIA-SUD)","MAIRIE DE PORTO-VECCHIO","C","C","C","C"
"02A","02A001890","2A247","PORTO-VECCHIO","02A002177","CHLORATION PASCIALELLA MURATELLO","100 %","02A00112903","2023-04-03","09h00","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","COMMUNE DE PORTO VECCHIO","STÉ DES EAUX CORSES (KYRNOLIA-SUD)","MAIRIE DE PORTO-VECCHIO","C","C","C","N"
"02A","02A001890","2A247","PORTO-VECCHIO","","","","02A00113595","2023-07-06","08h55","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.","COMMUNE DE PORTO VECCHIO","STÉ DES EAUX CORSES (KYRNOLIA-SUD)","MAIRIE DE PORTO-VECCHIO","C","C","C","C"
"02A","02A001890","2A247","PORTO-VECCHIO","02A002177","CHLORATION PASCIALELLA MURATELLO","100 %","02A00114666","2023-09-27","08h15","Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Il est à noter que le carbone organique total est à surveiller.","COMMUNE DE PORTO VECCHIO","STÉ DES EAUX CORSES (KYRNOLIA-SUD)","MAIRIE DE PORTO-VECCHIO","C","C","C","N"
"02A","02A001890","2A247","PORTO-VECCHIO","","","","02A00114709","2023-10-05","09h00","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","COMMUNE DE PORTO VECCHIO","STÉ DES EAUX CORSES (KYRNOLIA-SUD)","MAIRIE DE PORTO-VECCHIO","C","C","C","C"
"02A","02A001919","2A181","OCANA","","","","02A00112309","2023-01-03","08h10","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","COMMUNE D' OCANA","MAIRIE D' OCANA","MAIRIE D' OCANA","C","C","C","N"
"02A","02A001919","2A181","OCANA","02A001925","STATION TRAITEMENT ARGHIACCIA","100 %","02A00112708","2023-03-08","11h11","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","COMMUNE D' OCANA","MAIRIE D' OCANA","MAIRIE D' OCANA","C","C","C","C"
"02A","02A001919","2A181","OCANA","","","","02A00113186","2023-05-09","10h25","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","COMMUNE D' OCANA","MAIRIE D' OCANA","MAIRIE D' OCANA","C","C","C","N"
"02A","02A001919","2A181","OCANA","02A001925","STATION TRAITEMENT ARGHIACCIA","100 %","02A00114246","2023-07-31","09h40","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation, et une température de l'eau supérieure à 25° qui peut entrainer des développements bactériens.","COMMUNE D' OCANA","MAIRIE D' OCANA","MAIRIE D' OCANA","C","C","C","N"
"02A","02A001919","2A181","OCANA","","","","02A00114401","2023-08-25","09h30","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes est également à surveiller. De plus, une température de l'eau supérieure à 25° peut entrainer des développements bactériens.","COMMUNE D' OCANA","MAIRIE D' OCANA","MAIRIE D' OCANA","C","C","N","N"
"02A","02A002057","2A362","ZONZA","02A002058","CHLORATION CAVANELLO","100 %","02A00113002","2023-04-18","10h25","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes est également à surveiller.","COMMUNE DE ZONZA","MAIRIE DE ZONZA","MAIRIE DE ZONZA","C","C","N","N"
"02A","02A002057","2A362","ZONZA","","","","02A00113065","2023-04-26","08h35","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","COMMUNE DE ZONZA","MAIRIE DE ZONZA","MAIRIE DE ZONZA","C","C","C","N"
"02A","02A002057","2A362","ZONZA","","","","02A00114450","2023-08-29","08h50","Eau d'alimentation non-conforme aux exigences de qualité. La présence massive de germes fécaux impose une surveillance renforcée.","COMMUNE DE ZONZA","MAIRIE DE ZONZA","MAIRIE DE ZONZA","N","C","N","N"
"02A","02A002057","2A362","ZONZA","02A002058","CHLORATION CAVANELLO","100 %","02A00114721","2023-10-03","11h25","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","COMMUNE DE ZONZA","MAIRIE DE ZONZA","MAIRIE DE ZONZA","C","C","C","N"
"02A","02A002057","2A362","ZONZA","","","","02A00115030","2023-11-21","09h45","Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.","COMMUNE DE ZONZA","MAIRIE DE ZONZA","MAIRIE DE ZONZA","N","C","N","N"
"02A","02A002078","2A349","VIGGIANELLO","","","","02A00112512","2023-02-08","10h45","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Teneur en chlore libre excessive.","C.C.S.V. KYRNOLIA","KYRNOLIA CEO BALEONE","C. C. DU SARTENAIS VALINCO","C","C","C","C"
"02A","02A002078","2A249","PROPRIANO","02A000944","USINE TRAITEMENT RIZZANESE","100 %","02A00112702","2023-03-02","08h55","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","C.C.S.V. KYRNOLIA","KYRNOLIA CEO BALEONE","C. C. DU SARTENAIS VALINCO","C","C","C","C"
"02A","02A002078","2A349","VIGGIANELLO","","","","02A00113101","2023-05-04","08h30","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","C.C.S.V. KYRNOLIA","KYRNOLIA CEO BALEONE","C. C. DU SARTENAIS VALINCO","C","C","C","C"
"02A","02A002078","2A249","PROPRIANO","02A000944","USINE TRAITEMENT RIZZANESE","100 %","02A00113251","2023-05-03","08h45","Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Il est à noter que l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.","C.C.S.V. KYRNOLIA","KYRNOLIA CEO BALEONE","C. C. DU SARTENAIS VALINCO","C","C","C","N"
"02A","02A002078","2A249","PROPRIANO","02A000944","USINE TRAITEMENT RIZZANESE","100 %","02A00113396","2023-06-09","09h30","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","C.C.S.V. KYRNOLIA","KYRNOLIA CEO BALEONE","C. C. DU SARTENAIS VALINCO","C","C","C","C"
"02A","02A002078","2A349","VIGGIANELLO","","","","02A00114297","2023-08-02","09h35","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","C.C.S.V. KYRNOLIA","KYRNOLIA CEO BALEONE","C. C. DU SARTENAIS VALINCO","C","C","C","C"
"02A","02A002078","2A249","PROPRIANO","02A000944","USINE TRAITEMENT RIZZANESE","100 %","02A00114723","2023-10-05","08h50","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","C.C.S.V. KYRNOLIA","KYRNOLIA CEO BALEONE","C. C. DU SARTENAIS VALINCO","C","C","C","C"
"02A","02A002078","2A249","PROPRIANO","02A000944","USINE TRAITEMENT RIZZANESE","100 %","02A00114937","2023-10-25","08h20","Eau d'alimentation non conforme aux exigences de qualité en vigueur, du fait de la présence d'une teneur excessive en chlore libre, et d'un dépassement de la limite de qualité concernant les paramètres chloroforme (CLF) et Trihalométhanes 4 substances (THM4).","C.C.S.V. KYRNOLIA","KYRNOLIA CEO BALEONE","C. C. DU SARTENAIS VALINCO","C","N","C","N"
"02A","02A002090","2A098","COTI-CHIAVARI","","","","02A00112389","2023-01-18","09h05","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.","COMMUNE DE COTI-CHIAVARI","O.E.H.C SIÈGE SOCIAL","MAIRIE DE COTI-CHIAVARI","C","C","C","N"
"02A","02A002090","2A130","GROSSETO-PRUGNA","02A001615","STATION BOMORTO RIVE SUD","100 %","02A00112430","2023-01-18","10h10","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","O.E.H.C ","O.E.H.C SIÈGE SOCIAL","O.E.H.C SIÈGE SOCIAL","C","C","C","N"
"02A","02A002090","2A098","COTI-CHIAVARI","","","","02A00112631","2023-02-07","09h20","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","COMMUNE DE COTI-CHIAVARI","O.E.H.C SIÈGE SOCIAL","MAIRIE DE COTI-CHIAVARI","C","C","C","N"
"02A","02A002090","2A130","GROSSETO-PRUGNA","02A001615","STATION BOMORTO RIVE SUD","100 %","02A00112720","2023-03-06","10h30","Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Il est à noter que l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations. La turbidité est à surveiller.","O.E.H.C ","O.E.H.C SIÈGE SOCIAL","O.E.H.C SIÈGE SOCIAL","C","C","C","N"
"02A","02A002090","2A098","COTI-CHIAVARI","","","","02A00112800","2023-03-14","09h35","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","COMMUNE DE COTI-CHIAVARI","O.E.H.C SIÈGE SOCIAL","MAIRIE DE COTI-CHIAVARI","C","C","C","N"
"02A","02A002090","2A130","GROSSETO-PRUGNA","02A001615","STATION BOMORTO RIVE SUD","100 %","02A00113217","2023-05-12","10h30","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","O.E.H.C ","O.E.H.C SIÈGE SOCIAL","O.E.H.C SIÈGE SOCIAL","C","C","C","N"
"02A","02A002090","2A098","COTI-CHIAVARI","","","","02A00113226","2023-05-12","08h15","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","COMMUNE DE COTI-CHIAVARI","O.E.H.C SIÈGE SOCIAL","MAIRIE DE COTI-CHIAVARI","C","C","C","N"
"02A","02A002090","2A098","COTI-CHIAVARI","","","","02A00113588","2023-07-07","10h40","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","COMMUNE DE COTI-CHIAVARI","O.E.H.C SIÈGE SOCIAL","MAIRIE DE COTI-CHIAVARI","C","C","C","N"
"02A","02A002090","2A098","COTI-CHIAVARI","","","","02A00114466","2023-08-28","11h20","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","COMMUNE DE COTI-CHIAVARI","O.E.H.C SIÈGE SOCIAL","MAIRIE DE COTI-CHIAVARI","C","C","C","N"
"02A","02A002090","2A130","GROSSETO-PRUGNA","02A001615","STATION BOMORTO RIVE SUD","100 %","02A00114491","2023-09-04","10h45","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","O.E.H.C ","O.E.H.C SIÈGE SOCIAL","O.E.H.C SIÈGE SOCIAL","C","C","C","N"
"02A","02A002090","2A130","GROSSETO-PRUGNA","02A001615","STATION BOMORTO RIVE SUD","100 %","02A00114502","2023-08-28","09h55","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","O.E.H.C ","O.E.H.C SIÈGE SOCIAL","O.E.H.C SIÈGE SOCIAL","C","C","C","N"
"02A","02A002090","2A098","COTI-CHIAVARI","","","","02A00114550","2023-09-14","07h45","Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Il est à noter une faible minéralisation, a insi qu'une température de l'eau supérieure à 25° qui peut entrainer d es développements bactériens.","COMMUNE DE COTI-CHIAVARI","O.E.H.C SIÈGE SOCIAL","MAIRIE DE COTI-CHIAVARI","C","C","C","N"
"02A","02A002090","2A130","GROSSETO-PRUGNA","02A001615","STATION BOMORTO RIVE SUD","100 %","02A00114782","2023-10-02","09h15","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.","O.E.H.C ","O.E.H.C SIÈGE SOCIAL","O.E.H.C SIÈGE SOCIAL","C","C","C","N"
"02A","02A002090","2A098","COTI-CHIAVARI","","","","02A00114949","2023-11-13","08h30","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","COMMUNE DE COTI-CHIAVARI","O.E.H.C SIÈGE SOCIAL","MAIRIE DE COTI-CHIAVARI","C","C","C","N"
"02A","02A002090","2A130","GROSSETO-PRUGNA","02A001615","STATION BOMORTO RIVE SUD","100 %","02A00114976","2023-11-13","11h00","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","O.E.H.C ","O.E.H.C SIÈGE SOCIAL","O.E.H.C SIÈGE SOCIAL","C","C","C","N"
"02A","02A002100","2A071","CASALABRIVA","","","","02A00112525","2023-02-08","10h30","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","C.C.S.V. REGIE","C. C. DU SARTENAIS VALINCO","C. C. DU SARTENAIS VALINCO","C","C","C","C"
"02A","02A002100","2A284","SOLLACARO","02A003020","TTP FILITOSA-PIATTONU","20 %","02A00112689","2023-03-06","10h20","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La présence de germes coliformes et de germes sulfito-réducteurs est également à surveiller.","C.C.S.V. REGIE","C. C. DU SARTENAIS VALINCO","C. C. DU SARTENAIS VALINCO","C","C","N","C"
"02A","02A002100","2A071","CASALABRIVA","02A002976","CHLORATION RESERVOIR PADADDIU","80 %","02A00113312","2023-06-06","09h20","Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.","C.C.S.V. REGIE","C. C. DU SARTENAIS VALINCO","C. C. DU SARTENAIS VALINCO","N","C","N","C"
"02A","02A002100","2A284","SOLLACARO","02A003020","TTP FILITOSA-PIATTONU","20 %","02A00114399","2023-08-24","10h15","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. De plus, une température de l'eau supérieure à 25° peut entrainer des développements bactériens.","C.C.S.V. REGIE","C. C. DU SARTENAIS VALINCO","C. C. DU SARTENAIS VALINCO","C","C","C","N"
"02A","02A002100","2A071","CASALABRIVA","","","","02A00114625","2023-09-19","09h55","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et la présence de germes sulfito-réducteurs est à surveiller.","C.C.S.V. REGIE","C. C. DU SARTENAIS VALINCO","C. C. DU SARTENAIS VALINCO","C","C","N","N"
"02A","02A002106","2A247","PORTO-VECCHIO","","","","02A00112677","2023-03-07","08h25","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","COMMUNE DE PORTO VECCHIO","STÉ DES EAUX CORSES (KYRNOLIA-SUD)","MAIRIE DE PORTO-VECCHIO","C","C","C","C"
"02A","02A002106","2A247","PORTO-VECCHIO","02A002176","CHLORATION FURCONE","100 %","02A00112902","2023-04-03","09h30","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","COMMUNE DE PORTO VECCHIO","STÉ DES EAUX CORSES (KYRNOLIA-SUD)","MAIRIE DE PORTO-VECCHIO","C","C","C","C"
"02A","02A002106","2A247","PORTO-VECCHIO","","","","02A00114520","2023-09-11","08h35","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. Il est à noter qu'une température de l'eau supérieure à 25° peut entrainer des développements bactériens.","COMMUNE DE PORTO VECCHIO","STÉ DES EAUX CORSES (KYRNOLIA-SUD)","MAIRIE DE PORTO-VECCHIO","C","C","C","N"
"02A","02A002106","2A247","PORTO-VECCHIO","02A002176","CHLORATION FURCONE","100 %","02A00114854","2023-10-20","09h10","Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.","COMMUNE DE PORTO VECCHIO","STÉ DES EAUX CORSES (KYRNOLIA-SUD)","MAIRIE DE PORTO-VECCHIO","C","C","C","C"
"02A","02A002124","2A288","SOTTA","","","","02A00112539","2023-02-13","08h05","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","SYNDICAT DES PLAINES DU SUD","STÉ DES EAUX CORSES (KYRNOLIA-SUD)","SIVOM DES PLAINES DU SUD","C","C","C","N"
"02A","02A002124","2A288","SOTTA","","","","02A00113498","2023-06-29","07h20","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","SYNDICAT DES PLAINES DU SUD","STÉ DES EAUX CORSES (KYRNOLIA-SUD)","SIVOM DES PLAINES DU SUD","C","C","C","N"
"02A","02A002124","2A288","SOTTA","","","","02A00114583","2023-09-18","08h15","Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Il est à noter qu'une température de l'eau supérieure à 25° peut entrainer des développements bactériens.","SYNDICAT DES PLAINES DU SUD","STÉ DES EAUX CORSES (KYRNOLIA-SUD)","SIVOM DES PLAINES DU SUD","C","C","C","N"
"02A","02A002124","2A288","SOTTA","02A000900","USINE DE TRAITEMENT DE VACCA","100 %","02A00114589","2023-08-22","10h55","Eau d'alimentation non conforme à la norme en vigueur, du fait du dépassement de la limite de qualité concernant le paramètre Trihalométhanes (4 substances).","SYNDICAT DES PLAINES DU SUD","STÉ DES EAUX CORSES (KYRNOLIA-SUD)","SIVOM DES PLAINES DU SUD","C","N","C","N"
"02A","02A002124","2A288","SOTTA","02A000900","USINE DE TRAITEMENT DE VACCA","100 %","02A00114825","2023-10-16","09h45","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","SYNDICAT DES PLAINES DU SUD","STÉ DES EAUX CORSES (KYRNOLIA-SUD)","SIVOM DES PLAINES DU SUD","C","C","C","N"
"02A","02A002316","2A254","QUENZA","02A002586","TTP BAVELLA","100 %","02A00113149","2023-05-10","09h15","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.","SIVOM DE BAVELLA","SIVOM DE BAVELLA","SIVOM DE BAVELLA","C","C","C","N"
"02A","02A002316","2A254","QUENZA","","","","02A00113316","2023-06-06","09h55","Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Il est à noter une faible minéralisation.","SIVOM DE BAVELLA","SIVOM DE BAVELLA","SIVOM DE BAVELLA","C","C","C","N"
"02A","02A002316","2A254","QUENZA","02A002586","TTP BAVELLA","100 %","02A00114504","2023-08-29","09h05","Eau d'alimentation non-conforme aux exigences de qualité. La présence en nombre important de germes fécaux impose une surveillance renforcée.","SIVOM DE BAVELLA","SIVOM DE BAVELLA","SIVOM DE BAVELLA","N","C","N","N"
"02A","02A002316","2A254","QUENZA","","","","02A00114588","2023-09-19","08h40","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes coliformes est également à surveiller.","SIVOM DE BAVELLA","SIVOM DE BAVELLA","SIVOM DE BAVELLA","C","C","N","N"
"02A","02A002339","2A181","OCANA","02A003080","TTP GIGLIO","100 %","02A00112596","2023-02-21","09h40","Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La présence de germes sulfito-réducteurs est à surveiller.","COMMUNE D' OCANA","MAIRIE D' OCANA","MAIRIE D' OCANA","C","C","N","C"
